ApplNo,ProductNo,Form,Strength,ReferenceDrug,DrugName,ActiveIngredient,ReferenceStandard
8848,1,TABLET;ORAL,2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,PAMINE,METHSCOPOLAMINE BROMIDE,0.0
8848,2,TABLET;ORAL,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,PAMINE FORTE,METHSCOPOLAMINE BROMIDE,0.0
8855,4,CAPSULE;ORAL,500MG,0,MILONTIN,PHENSUXIMIDE,0.0
8857,2,INJECTABLE;INJECTION,25MG/ML,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,0.0
8857,3,INJECTABLE;INJECTION,50MG/ML,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,0.0
8867,1,TABLET;ORAL,2MG,0,RAUWILOID,ALSEROXYLON,0.0
8869,1,INJECTABLE;INJECTION,100MG/ML;50MG/ML,0,DICURIN PROCAINE,PROCAINE MERETHOXYLLINE; THEOPHYLLINE,0.0
8883,1,SOLUTION/DROPS;OPHTHALMIC,0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,OPHTHAINE,PROPARACAINE HYDROCHLORIDE,0.0
8915,1,TABLET;ORAL,4MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CLISTIN,CARBINOXAMINE MALEATE,0.0
8917,1,OINTMENT;TOPICAL,2.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CORTEF ACETATE,HYDROCORTISONE ACETATE,0.0
8917,2,OINTMENT;TOPICAL,1%,0,CORTEF ACETATE,HYDROCORTISONE ACETATE,0.0
8922,1,INJECTABLE;INJECTION,200MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM,0.0
8922,2,TABLET;ORAL,500MG,0,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM,0.0
8943,1,TABLET;ORAL,125MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DIAMOX,ACETAZOLAMIDE,0.0
8943,2,TABLET;ORAL,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DIAMOX,ACETAZOLAMIDE,0.0
8951,1,TABLET;ORAL,1.25MG,0,PAGITANE,CYCRIMINE HYDROCHLORIDE,0.0
8951,2,TABLET;ORAL,2.5MG,0,PAGITANE,CYCRIMINE HYDROCHLORIDE,0.0
8955,1,ELIXIR;ORAL,4MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CLISTIN,CARBINOXAMINE MALEATE,0.0
8975,1,INJECTABLE;INJECTION,40 UNITS/ML,0,PURIFIED CORTROPHIN GEL,CORTICOTROPIN,0.0
8975,2,INJECTABLE;INJECTION,80 UNITS/ML,1,PURIFIED CORTROPHIN GEL,CORTICOTROPIN,1.0
8983,1,INJECTABLE;INJECTION,50MG/ML,0,ARFONAD,TRIMETHAPHAN CAMSYLATE,0.0
9000,2,SUPPOSITORY;RECTAL,100MG;2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CAFERGOT,CAFFEINE; ERGOTAMINE TARTRATE,0.0
9008,1,SOLUTION;INTRAUTERINE,53%,0,SALPIX,ACETRIZOATE SODIUM,0.0
9018,3,"OINTMENT;OPHTHALMIC, OTIC",1.5%,0,HYDROCORTONE,HYDROCORTISONE ACETATE,0.0
9048,1,CAPSULE;ORAL,10MG,1,8-MOP,METHOXSALEN,0.0
9048,2,LOTION;TOPICAL,1%,1,OXSORALEN,METHOXSALEN,0.0
9052,1,POWDER;ORAL,EQ 500MG BASE/GM,0,REZIPAS,AMINOSALICYLIC ACID RESIN COMPLEX,0.0
9053,2,TABLET;ORAL,50MG,1,PURINETHOL,MERCAPTOPURINE,0.0
9078,3,TABLET;ORAL,10MG,0,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE,0.0
9078,6,TABLET;ORAL,50MG,0,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE,0.0
9078,8,TABLET;ORAL,100MG,0,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE,0.0
9087,1,TABLET;SUBLINGUAL,1MG,0,HYDERGINE,ERGOLOID MESYLATES,0.0
9087,2,TABLET;SUBLINGUAL,0.5MG,0,HYDERGINE,ERGOLOID MESYLATES,0.0
9088,1,INJECTABLE;INJECTION,250MG/ML,0,NEOTHYLLINE,DYPHYLLINE,0.0
9102,1,SYRUP;ORAL,EQ 500MG BASE/5ML,0,ANTEPAR,PIPERAZINE CITRATE,0.0
9102,3,TABLET;ORAL,EQ 500MG BASE,0,ANTEPAR,PIPERAZINE CITRATE,0.0
9108,2,TABLET;ORAL,50MG,0,RAUVAL,RAUWOLFIA SERPENTINA ROOT,0.0
9108,4,TABLET;ORAL,100MG,0,RAUVAL,RAUWOLFIA SERPENTINA ROOT,0.0
9112,3,LOTION;TOPICAL,10%,1,EURAX,CROTAMITON,1.0
9115,1,TABLET;ORAL,0.1MG,0,SERPASIL,RESERPINE,0.0
9115,3,TABLET;ORAL,0.25MG,0,SERPASIL,RESERPINE,0.0
9115,4,TABLET;ORAL,1MG,0,SERPASIL,RESERPINE,0.0
9115,5,ELIXIR;ORAL,0.2MG/4ML,0,SERPASIL,RESERPINE,0.0
9127,3,TABLET;ORAL,20MG,0,CORTRIL,HYDROCORTISONE,0.0
9127,5,TABLET;ORAL,10MG,0,CORTRIL,HYDROCORTISONE,0.0
9149,2,TABLET;ORAL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
9149,7,TABLET;ORAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
9149,11,INJECTABLE;INJECTION,25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
9149,13,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
9149,18,TABLET;ORAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
9149,20,TABLET;ORAL,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
9149,22,SYRUP;ORAL,10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
9149,24,SUPPOSITORY;RECTAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,THORAZINE,CHLORPROMAZINE,0.0
9149,32,CONCENTRATE;ORAL,30MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
9149,33,SUPPOSITORY;RECTAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,THORAZINE,CHLORPROMAZINE,0.0
9149,43,CONCENTRATE;ORAL,100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,THORAZINE,CHLORPROMAZINE HYDROCHLORIDE,0.0
9164,1,INJECTABLE;INJECTION,25MG/ML,0,CORTRIL,HYDROCORTISONE ACETATE,0.0
9165,1,INJECTABLE;INJECTION,200MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,DELATESTRYL,TESTOSTERONE ENANTHATE,0.0
9165,3,INJECTABLE;INJECTION,200MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DELATESTRYL,TESTOSTERONE ENANTHATE,0.0
9166,1,INJECTABLE;INJECTION,225MG/AMP,0,HYDROXYSTILBAMIDINE ISETHIONATE,HYDROXYSTILBAMIDINE ISETHIONATE,0.0
9170,2,TABLET;ORAL,250MG,1,MYSOLINE,PRIMIDONE,0.0
9170,3,TABLET;ORAL,50MG,1,MYSOLINE,PRIMIDONE,1.0
9175,1,SUSPENSION;ORAL,25MG/5ML,1,FURADANTIN,NITROFURANTOIN,0.0
9175,2,SUSPENSION;ORAL,50MG/5ML,1,FURADANTIN,NITROFURANTOIN,1.0
9176,1,OINTMENT;TOPICAL,1%,0,CORTRIL,HYDROCORTISONE,0.0
9176,2,OINTMENT;TOPICAL,2.5%,0,CORTRIL,HYDROCORTISONE,0.0
9182,2,SYRUP;ORAL,EQ 500MG BASE/5ML,0,GANTRISIN,SULFISOXAZOLE ACETYL,0.0
9182,4,SUSPENSION;ORAL,EQ 500MG BASE/5ML,0,GANTRISIN PEDIATRIC,SULFISOXAZOLE ACETYL,0.0
9182,9,EMULSION;ORAL,EQ 1GM BASE/5ML,0,LIPO GANTRISIN,SULFISOXAZOLE ACETYL,0.0
9190,1,"OIL;INTRALYMPHATIC, INTRAUTERINE",EQ 4.8GM IODINE/10ML (EQ 480MG IODINE/ML),1,LIPIODOL,ETHIODIZED OIL,1.0
9193,2,TABLET;ORAL,2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,COGENTIN,BENZTROPINE MESYLATE,0.0
9193,3,TABLET;ORAL,1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,COGENTIN,BENZTROPINE MESYLATE,0.0
9193,4,TABLET;ORAL,0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,COGENTIN,BENZTROPINE MESYLATE,0.0
9215,1,TABLET;ORAL,2MG,0,RAUTENSIN,ALSEROXYLON,0.0
9217,1,TABLET;ORAL,260CSR UNIT,0,UNITENSEN,CRYPTENAMINE TANNATES,0.0
9218,5,TABLET;ORAL,10MG,1,COUMADIN,WARFARIN SODIUM,0.0
9218,7,TABLET;ORAL,5MG,1,COUMADIN,WARFARIN SODIUM,0.0
9218,12,INJECTABLE;INJECTION,75MG/VIAL,0,COUMADIN,WARFARIN SODIUM,0.0
9218,13,TABLET;ORAL,2MG,1,COUMADIN,WARFARIN SODIUM,0.0
9218,16,TABLET;ORAL,7.5MG,1,COUMADIN,WARFARIN SODIUM,0.0
9218,18,TABLET;ORAL,2.5MG,1,COUMADIN,WARFARIN SODIUM,0.0
9218,20,INJECTABLE;INJECTION,50MG/VIAL,0,COUMADIN,WARFARIN SODIUM,0.0
9218,22,TABLET;ORAL,1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,COUMADIN,WARFARIN SODIUM,0.0
9218,23,TABLET;ORAL,4MG,1,COUMADIN,WARFARIN SODIUM,0.0
9218,24,INJECTABLE;INJECTION,5MG/VIAL,0,COUMADIN,WARFARIN SODIUM,0.0
9218,25,TABLET;ORAL,3MG,1,COUMADIN,WARFARIN SODIUM,0.0
9218,26,TABLET;ORAL,6MG,1,COUMADIN,WARFARIN SODIUM,0.0
9238,1,INJECTABLE;INJECTION,50MG/ML,0,PROGESTERONE,PROGESTERONE,0.0
9238,2,INJECTABLE;INJECTION,25MG/ML,0,PROGESTERONE,PROGESTERONE,0.0
9255,6,TABLET;ORAL,100MG,0,WOLFINA,RAUWOLFIA SERPENTINA ROOT,0.0
9255,8,TABLET;ORAL,50MG,0,WOLFINA,RAUWOLFIA SERPENTINA ROOT,0.0
9268,3,"TABLET, DELAYED RELEASE;ORAL",100MG,0,CHOLEDYL,OXTRIPHYLLINE,0.0
9268,7,"TABLET, DELAYED RELEASE;ORAL",200MG,0,CHOLEDYL,OXTRIPHYLLINE,0.0
9268,11,SYRUP;ORAL,50MG/5ML,0,CHOLEDYL,OXTRIPHYLLINE,0.0
9268,12,SOLUTION;ORAL,100MG/5ML,0,CHOLEDYL,OXTRIPHYLLINE,0.0
9273,1,TABLET;ORAL,50MG,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,0.0
9273,2,TABLET;ORAL,100MG,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,0.0
9276,3,TABLET;ORAL,50MG,0,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT,0.0
9276,4,TABLET;ORAL,100MG,0,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT,0.0
9276,5,TABLET;ORAL,50MG,0,HIWOLFIA,RAUWOLFIA SERPENTINA ROOT,0.0
9278,1,TABLET;ORAL,50MG,0,KOGLUCOID,RAUWOLFIA SERPENTINA ROOT,0.0
9278,2,TABLET;ORAL,100MG,0,KOGLUCOID,RAUWOLFIA SERPENTINA ROOT,0.0
9282,2,INJECTABLE;INJECTION,0.2MG/ML,0,CEDILANID-D,DESLANOSIDE,0.0
9296,2,TABLET;ORAL,50MG;0.2MG,0,SERPASIL-APRESOLINE,HYDRALAZINE HYDROCHLORIDE; RESERPINE,0.0
9296,4,TABLET;ORAL,25MG;0.1MG,0,SERPASIL-APRESOLINE,HYDRALAZINE HYDROCHLORIDE; RESERPINE,0.0
9309,1,SUSPENSION;INTRATRACHEAL,50%,0,DIONOSIL AQUEOUS,PROPYLIODONE,0.0
9309,2,SUSPENSION;INTRATRACHEAL,60%,0,DIONOSIL OILY,PROPYLIODONE,0.0
9319,6,SYRUP;ORAL,12.5MG/5ML;10MG/5ML,0,AMBENYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE,0.0
9321,1,INJECTABLE;INJECTION,20%,0,CHOLOGRAFIN SODIUM,IODIPAMIDE SODIUM,0.0
9321,3,INJECTABLE;INJECTION,52%,1,CHOLOGRAFIN MEGLUMINE,IODIPAMIDE MEGLUMINE,0.0
9321,7,INJECTABLE;INJECTION,10.3%,0,CHOLOGRAFIN MEGLUMINE,IODIPAMIDE MEGLUMINE,0.0
9330,2,INJECTABLE;INJECTION,0.25MG/ML,1,LANOXIN,DIGOXIN,1.0
9330,4,INJECTABLE;INJECTION,0.1MG/ML,1,LANOXIN PEDIATRIC,DIGOXIN,1.0
9344,1,INJECTABLE;INJECTION,50MG/ML,0,HISTALOG,BETAZOLE HYDROCHLORIDE,0.0
9357,1,TABLET;ORAL,0.1MG,0,RAU-SED,RESERPINE,0.0
9357,4,TABLET;ORAL,0.25MG,0,RAU-SED,RESERPINE,0.0
9357,6,TABLET;ORAL,0.5MG,0,RAU-SED,RESERPINE,0.0
9357,8,TABLET;ORAL,1MG,0,RAU-SED,RESERPINE,0.0
9372,1,INJECTABLE;INJECTION,10MG/ML,0,ANSOLYSEN,PENTOLINIUM TARTRATE,0.0
9376,1,TABLET;ORAL,0.25MG,0,SANDRIL,RESERPINE,0.0
9376,4,TABLET;ORAL,0.1MG,0,SANDRIL,RESERPINE,0.0
9378,2,INJECTABLE;INJECTION,50MG/ML,0,CORTEF ACETATE,HYDROCORTISONE ACETATE,0.0
9386,1,TABLET;ORAL,2MG,1,MYLERAN,BUSULFAN,1.0
9388,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DIAMOX,ACETAZOLAMIDE SODIUM,0.0
9391,1,TABLET;ORAL,0.1MG,0,SERPANRAY,RESERPINE,0.0
9391,2,TABLET;ORAL,0.25MG,0,SERPANRAY,RESERPINE,0.0
9391,4,TABLET;ORAL,1MG,0,SERPANRAY,RESERPINE,0.0
9395,3,TABLET;ORAL,1GM,0,PASKALIUM,POTASSIUM AMINOSALICYLATE,0.0
9395,4,CAPSULE;ORAL,500MG,0,PASKALIUM,POTASSIUM AMINOSALICYLATE,0.0
9402,2,INJECTABLE;INJECTION,10MG/ML,1,DELESTROGEN,ESTRADIOL VALERATE,1.0
9402,3,INJECTABLE;INJECTION,40MG/ML,1,DELESTROGEN,ESTRADIOL VALERATE,0.0
9402,4,INJECTABLE;INJECTION,20MG/ML,1,DELESTROGEN,ESTRADIOL VALERATE,1.0
9410,5,TABLET;ORAL,120MG,0,LOTUSATE,TALBUTAL,0.0
9434,2,INJECTABLE;INJECTION,2.5MG/ML,0,SERPASIL,RESERPINE,0.0
9435,1,INJECTABLE;INJECTION,1%,1,NESACAINE,CHLOROPROCAINE HYDROCHLORIDE,0.0
9435,2,INJECTABLE;INJECTION,2%,1,NESACAINE,CHLOROPROCAINE HYDROCHLORIDE,0.0
9435,3,INJECTABLE;INJECTION,2%,0,NESACAINE-MPF,CHLOROPROCAINE HYDROCHLORIDE,0.0
9435,4,INJECTABLE;INJECTION,3%,0,NESACAINE-MPF,CHLOROPROCAINE HYDROCHLORIDE,0.0
9435,6,INJECTABLE;INJECTION,2%,1,NESACAINE-MPF,CHLOROPROCAINE HYDROCHLORIDE,1.0
9435,7,INJECTABLE;INJECTION,3%,1,NESACAINE-MPF,CHLOROPROCAINE HYDROCHLORIDE,1.0
9436,1,TABLET;ORAL,0.1MG,0,ACYLANID,ACETYLDIGITOXIN,0.0
9452,1,SYRUP;ORAL,EQ 500MG BASE/5ML,0,MULTIFUGE,PIPERAZINE CITRATE,0.0
9453,1,TABLET;ORAL,0.1MG,0,SERPATE,RESERPINE,0.0
9453,2,TABLET;ORAL,0.25MG,0,SERPATE,RESERPINE,0.0
9458,1,TABLET;ORAL,25MG,0,CORTISONE ACETATE,CORTISONE ACETATE,0.0
9470,1,SOLUTION;ORAL,2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,XYLOCAINE VISCOUS,LIDOCAINE HYDROCHLORIDE,0.0
9477,1,TABLET;ORAL,50MG,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,0.0
9477,2,TABLET;ORAL,100MG,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,0.0
9486,1,INJECTABLE;INJECTION,50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,BENADRYL PRESERVATIVE FREE,DIPHENHYDRAMINE HYDROCHLORIDE,0.0
9489,5,TABLET;ORAL,25MG,0,PATHILON,TRIDIHEXETHYL CHLORIDE,0.0
9495,1,INJECTABLE;INJECTION,50MG/ML,0,MAREZINE,CYCLIZINE LACTATE,0.0
9509,2,INJECTABLE;INJECTION,EQ 10MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ARAMINE,METARAMINOL BITARTRATE,0.0
9519,2,TABLET;ORAL,250MG,0,DORIDEN,GLUTETHIMIDE,0.0
9519,5,TABLET;ORAL,500MG,0,DORIDEN,GLUTETHIMIDE,0.0
9519,8,CAPSULE;ORAL,500MG,0,DORIDEN,GLUTETHIMIDE,0.0
9561,1,INJECTABLE;INJECTION,50%,0,HYPAQUE,DIATRIZOATE SODIUM,0.0
9561,2,SOLUTION;URETERAL,20%,0,HYPAQUE SODIUM 20%,DIATRIZOATE SODIUM,0.0
9561,3,INJECTABLE;INJECTION,25%,0,HYPAQUE,DIATRIZOATE SODIUM,0.0
9585,1,CREAM;TOPICAL,1%,0,CORT-DOME,HYDROCORTISONE,0.0
9585,3,CREAM;TOPICAL,0.5%,0,CORT-DOME,HYDROCORTISONE,0.0
9627,1,TABLET;ORAL,0.1MG,0,RESERPINE,RESERPINE,0.0
9627,2,TABLET;ORAL,0.25MG,0,RESERPINE,RESERPINE,0.0
9631,2,TABLET;ORAL,0.1MG,0,HISERPIA,RESERPINE,0.0
9631,4,TABLET;ORAL,0.25MG,0,HISERPIA,RESERPINE,0.0
9637,1,INJECTABLE;INJECTION,25MG/ML,0,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,0.0
9637,2,INJECTABLE;INJECTION,50MG/ML,0,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,0.0
9645,2,TABLET;ORAL,0.25MG,0,SERPIVITE,RESERPINE,0.0
9659,1,TABLET;ORAL,10MG,0,HYDROCORTISONE,HYDROCORTISONE,0.0
9659,2,TABLET;ORAL,20MG,0,HYDROCORTISONE,HYDROCORTISONE,0.0
9660,2,TABLET;ORAL,50MG,0,NOLUDAR,METHYPRYLON,0.0
9660,4,TABLET;ORAL,200MG,0,NOLUDAR,METHYPRYLON,0.0
9660,7,ELIXIR;ORAL,50MG/5ML,0,NOLUDAR,METHYPRYLON,0.0
9660,8,CAPSULE;ORAL,300MG,0,NOLUDAR,METHYPRYLON,0.0
9663,1,TABLET;ORAL,0.1MG,0,RESERPINE,RESERPINE,0.0
9663,3,TABLET;ORAL,0.25MG,0,RESERPINE,RESERPINE,0.0
9667,1,TABLET;ORAL,0.1MG,0,RESERPINE,RESERPINE,0.0
9667,2,TABLET;ORAL,0.25MG,0,RESERPINE,RESERPINE,0.0
9668,1,TABLET;ORAL,50MG,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,0.0
9668,2,TABLET;ORAL,100MG,0,RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,0.0
9698,2,TABLET;ORAL,400MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MILTOWN,MEPROBAMATE,0.0
9698,4,TABLET;ORAL,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MILTOWN,MEPROBAMATE,0.0
9729,1,INJECTABLE;INJECTION,10MG/ML,0,PATHILON,TRIDIHEXETHYL CHLORIDE,0.0
9750,1,CAPSULE;ORAL,500MG,0,VALMID,ETHINAMATE,0.0
9766,1,TABLET;ORAL,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,METICORTEN,PREDNISONE,0.0
9766,2,TABLET;ORAL,1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,METICORTEN,PREDNISONE,0.0
9768,1,TABLET;ORAL,200MG,1,PLAQUENIL,HYDROXYCHLOROQUINE SULFATE,1.0
9789,3,INJECTABLE;INJECTION,20MG/ML,0,MYLAXEN,HEXAFLUORENIUM BROMIDE,0.0
9796,1,TABLET;VAGINAL,10MG,0,CORTRIL,HYDROCORTISONE,0.0
9818,3,TABLET;ORAL,5MG,0,KEMADRIN,PROCYCLIDINE HYDROCHLORIDE,0.0
9818,5,TABLET;ORAL,2MG,0,KEMADRIN,PROCYCLIDINE HYDROCHLORIDE,0.0
9829,2,TABLET;ORAL,60MG,1,MESTINON,PYRIDOSTIGMINE BROMIDE,1.0
9830,1,INJECTABLE;INJECTION,5MG/ML,1,MESTINON,PYRIDOSTIGMINE BROMIDE,1.0
9838,1,TABLET;ORAL,0.1MG,1,RESERPINE,RESERPINE,0.0
9838,2,TABLET;ORAL,0.25MG,1,RESERPINE,RESERPINE,0.0
9854,1,INJECTABLE;INJECTION,40 UNITS/ML,0,CORTROPHIN-ZINC,CORTICOTROPIN-ZINC HYDROXIDE,0.0
9859,1,TABLET;ORAL,0.1MG,0,RESERPINE,RESERPINE,0.0
9859,2,TABLET;ORAL,0.25MG,0,RESERPINE,RESERPINE,0.0
9864,1,INJECTABLE;INJECTION,50MG/ML,0,CORTEF,HYDROCORTISONE,0.0
9866,1,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL,1,SOLU-CORTEF,HYDROCORTISONE SODIUM SUCCINATE,1.0
9866,2,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL,1,SOLU-CORTEF,HYDROCORTISONE SODIUM SUCCINATE,1.0
9866,3,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,1,SOLU-CORTEF,HYDROCORTISONE SODIUM SUCCINATE,1.0
9866,4,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,SOLU-CORTEF,HYDROCORTISONE SODIUM SUCCINATE,1.0
9895,1,LOTION;TOPICAL,1%,0,CORT-DOME,HYDROCORTISONE,0.0
9895,3,LOTION;TOPICAL,0.5%,0,CORT-DOME,HYDROCORTISONE,0.0
9900,1,SUSPENSION;ORAL,EQ 10MG BASE/5ML,0,CORTEF,HYDROCORTISONE CYPIONATE,0.0
9925,1,SOLUTION;TOPICAL,1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DYCLONE,DYCLONINE HYDROCHLORIDE,0.0
9925,2,SOLUTION;TOPICAL,0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DYCLONE,DYCLONINE HYDROCHLORIDE,0.0
9926,2,TABLET;ORAL,50MG,0,RAUSERPIN,RAUWOLFIA SERPENTINA ROOT,0.0
9926,4,TABLET;ORAL,100MG,0,RAUSERPIN,RAUWOLFIA SERPENTINA ROOT,0.0
9986,2,TABLET;ORAL,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DELTASONE,PREDNISONE,0.0
9986,5,TABLET;ORAL,2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DELTASONE,PREDNISONE,0.0
9986,6,TABLET;ORAL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DELTASONE,PREDNISONE,0.0
9986,7,TABLET;ORAL,20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DELTASONE,PREDNISONE,0.0
9986,8,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DELTASONE,PREDNISONE,0.0
9987,4,TABLET;ORAL,5MG,0,DELTA-CORTEF,PREDNISOLONE,0.0
9996,1,TABLET;ORAL,5MG,0,STERANE,PREDNISOLONE,0.0
10010,1,INJECTABLE;INJECTION,250MG/5ML,0,STILPHOSTROL,DIETHYLSTILBESTROL DIPHOSPHATE,0.0
10010,2,TABLET;ORAL,50MG,0,STILPHOSTROL,DIETHYLSTILBESTROL DIPHOSPHATE,0.0
10012,1,INJECTABLE;INJECTION,2.5MG/ML,0,SANDRIL,RESERPINE,0.0
10021,2,CAPSULE;ORAL,500MG,0,PLACIDYL,ETHCHLORVYNOL,0.0
10021,4,CAPSULE;ORAL,100MG,0,PLACIDYL,ETHCHLORVYNOL,0.0
10021,7,CAPSULE;ORAL,200MG,0,PLACIDYL,ETHCHLORVYNOL,0.0
10021,10,CAPSULE;ORAL,750MG,0,PLACIDYL,ETHCHLORVYNOL,0.0
10028,4,TABLET;ORAL,400MG,0,EQUANIL,MEPROBAMATE,0.0
10028,5,TABLET;ORAL,200MG,0,EQUANIL,MEPROBAMATE,0.0
10040,1,INJECTABLE;INJECTION,66%;10%,1,RENOGRAFIN-76,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,0.0
10040,6,INJECTABLE;INJECTION,52%;8%,0,RENOGRAFIN-60,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,0.0
10040,12,INJECTABLE;INJECTION,30%,0,RENO-DIP,DIATRIZOATE MEGLUMINE,0.0
10040,16,INJECTABLE;INJECTION,60%,0,RENO-60,DIATRIZOATE MEGLUMINE,0.0
10040,17,INJECTABLE;INJECTION,76%,0,DIATRIZOATE MEGLUMINE,DIATRIZOATE MEGLUMINE,0.0
10040,18,SOLUTION;URETHRAL,30%,1,CYSTOGRAFIN,DIATRIZOATE MEGLUMINE,0.0
10040,19,INJECTABLE;INJECTION,28.5%;29.1%,0,RENOVIST II,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,0.0
10040,20,INJECTABLE;INJECTION,34.3%;35%,0,RENOVIST,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,0.0
10040,21,SOLUTION;URETERAL,30%,0,RENO-30,DIATRIZOATE MEGLUMINE,0.0
